animal_id,outcome_time,date_of_birth,outcome_gender,outcome_age,animal_stay,intake_time,found_location,intake_type,intake_condition,animal_type,intake_gender,intake_age,breed,color,stay_duration,spay_neuter,repeat
A832376,2021-04-26,2020-05-12,Neutered Male,11.0,A832376-1,2021-04-12,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,11.0,Anatol Shepherd/Labrador Retriever,Brown/White,14,1,1
A832376,2021-05-21,2020-05-12,Neutered Male,12.0,A832376-2,2021-05-03,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,11.0,Anatol Shepherd/Labrador Retriever,Brown/White,18,0,1
A832411,2021-04-19,2020-11-13,Neutered Male,5.0,A832411-1,2021-04-13,Ingrid Drive in Travis (TX),Stray,Normal,Dog,Intact Male,4.0,Labrador Retriever,Tan,6,1,1
A832411,2024-07-18,2020-11-13,Neutered Male,36.0,A832411-2,2024-01-27,1500 W William Cannon in Austin (TX),Stray,Normal,Dog,Neutered Male,36.0,Labrador Retriever,Tan,173,0,1
A832436,2021-04-26,2020-09-15,Neutered Male,7.0,A832436-1,2021-04-16,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,7.0,Catahoula Mix,Blue Merle/White,10,1,1
A832436,2021-11-14,2020-09-15,Neutered Male,12.0,A832436-2,2021-07-27,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,10.0,Catahoula Mix,Blue Merle/White,110,0,1
A832508,2021-05-05,2018-10-14,Spayed Female,24.0,A832508-1,2021-04-14,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,24.0,German Shepherd/Siberian Husky,Black/Tan,21,1,1
A832520,2021-04-21,2021-01-30,Spayed Female,2.0,A832520-1,2021-04-14,10003 Derringer Trail in Austin (TX),Stray,Normal,Dog,Intact Female,2.0,German Shepherd/Labrador Retriever,Tan,7,1,1
A832520,2021-09-12,2021-01-30,Spayed Female,7.0,A832520-2,2021-09-10,4434 Frontier Trl in Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,7.0,German Shepherd/Labrador Retriever,Tan,2,0,1
A832574,2021-07-10,2019-04-15,Spayed Female,24.0,A832574-1,2021-04-15,2209 Kinney Road in Austin (TX),Abandoned,Normal,Cat,Intact Female,24.0,Domestic Shorthair,Brown Tabby,86,1,1
A832574,2021-10-29,2019-04-15,Spayed Female,24.0,A832574-2,2021-07-17,5710 Wellington Drive in Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,24.0,Domestic Shorthair,Brown Tabby,104,0,1
A832580,2021-05-05,2020-10-15,Neutered Male,6.0,A832580-1,2021-04-15,Austin (TX),Public Assist,Normal,Dog,Intact Male,5.0,Pit Bull Mix,Black/White,20,1,1
A832600,2021-04-26,2021-02-01,Spayed Female,2.0,A832600-1,2021-04-16,51St Street And Manor Road in Austin (TX),Stray,Normal,Dog,Intact Female,2.0,Labrador Retriever Mix,Fawn/Black,10,1,1
A832600,2021-05-01,2021-02-01,Spayed Female,2.0,A832600-2,2021-04-30,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2.0,Labrador Retriever Mix,Fawn/Black,1,0,1
A832603,2021-04-19,2021-02-01,Spayed Female,2.0,A832603-1,2021-04-16,51St Street And Manor Road in Austin (TX),Stray,Normal,Dog,Intact Female,2.0,German Shepherd Mix,Brown/White,3,1,1
A832608,2021-05-09,2012-01-14,Spayed Female,108.0,A832608-1,2021-04-16,William Cannon And Manchaca in Austin (TX),Stray,Normal,Dog,Spayed Female,108.0,Pit Bull Mix,Blue/White,23,0,1
A832608,2021-06-02,2012-01-14,Spayed Female,108.0,A832608-2,2021-06-01,Gaston Place And Wellington Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,108.0,Pit Bull Mix,Blue/White,1,0,1
A832612,2022-03-18,2019-04-16,Neutered Male,24.0,A832612-1,2021-04-16,Bescott Drive And Ploverville Lane in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Pit Bull,Blue/White,336,1,1
A832619,2021-04-22,2021-02-16,Spayed Female,2.0,A832619-1,2021-04-16,6601 Rockridge Court in Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Whippet Mix,Brown Brindle,6,1,1
A832623,2021-04-25,2018-07-16,Spayed Female,24.0,A832623-1,2021-04-16,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,24.0,Labrador Retriever Mix,Black/White,9,1,1
A832698,2021-05-25,2011-04-18,Neutered Male,120.0,A832698-1,2021-04-18,Austin (TX),Public Assist,Normal,Dog,Neutered Male,120.0,Rat Terrier Mix,Tricolor,37,0,1
A832747,2021-06-23,2019-04-19,Spayed Female,24.0,A832747-1,2021-04-19,10108 Fm812 in Travis (TX),Stray,Normal,Dog,Intact Female,24.0,German Shepherd Mix,Brown/Black,65,1,1
A832747,2021-07-17,2019-04-19,Spayed Female,24.0,A832747-2,2021-07-09,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,24.0,German Shepherd Mix,Brown/Black,8,0,1
A832788,2021-05-02,2019-04-19,Neutered Male,24.0,A832788-1,2021-04-19,6111 South Congress Avenue in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Dutch Shepherd Mix,Brown Brindle/White,13,1,1
A832788,2021-05-07,2019-04-19,Neutered Male,24.0,A832788-2,2021-05-03,Lakeway (TX),Owner Surrender,Normal,Dog,Neutered Male,24.0,Dutch Shepherd Mix,Brown Brindle/White,4,0,1
A832897,2021-04-29,2021-02-06,Neutered Male,2.0,A832897-1,2021-04-21,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,2.0,Anatol Shepherd Mix,Tricolor/Brown,8,1,1
A832899,2021-05-01,2021-02-06,Neutered Male,2.0,A832899-1,2021-04-21,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,2.0,Siberian Husky/German Shepherd,Tan/White,10,1,1
A832899,2021-05-02,2021-02-06,Neutered Male,2.0,A832899-2,2021-05-02,Outside Jurisdiction,Owner Surrender,Sick,Dog,Neutered Male,2.0,Siberian Husky/German Shepherd,Tan/White,0,0,1
A832916,2021-04-23,2021-02-21,Spayed Female,1.0,A832916-1,2021-04-21,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,1.0,Doberman Pinsch/Labrador Retriever,Brown/White,2,1,1
A832916,2022-03-11,2021-02-21,Spayed Female,12.0,A832916-2,2022-02-26,6725 Circle S Road in Austin (TX),Public Assist,Normal,Dog,Spayed Female,12.0,Doberman Pinsch/Labrador Retriever,Brown/White,13,0,1
A832916,2023-02-07,2021-02-21,Spayed Female,12.0,A832916-3,2023-01-26,6725 Circle S Road in Austin (TX),Public Assist,Normal,Dog,Spayed Female,12.0,Doberman Pinsch/Labrador Retriever,Brown/White,12,0,1
A832916,2023-03-07,2021-02-21,Spayed Female,24.0,A832916-4,2023-03-01,Brazos St And E 8Th St in Austin (TX),Stray,Normal,Dog,Spayed Female,24.0,Doberman Pinsch/Labrador Retriever,Brown/White,6,0,1
A832923,2021-05-14,2021-03-21,Intact Female,1.0,A832923-1,2021-04-21,25500 Red Brangus Road in Travis (TX),Stray,Normal,Cat,Intact Female,0.92,Domestic Shorthair,Tortie,23,0,1
A833010,2021-08-07,2020-04-22,Intact Male,12.0,A833010-1,2021-08-07,Mcangus Rd in Austin (TX),Stray,Normal,Dog,Intact Male,12.0,Mastiff Mix,Brown/White,0,0,1
A833010,2021-10-26,2020-04-22,Neutered Male,12.0,A833010-2,2021-10-19,Us Hwy 183 And Burleson Road in Austin (TX),Stray,Normal,Dog,Intact Male,12.0,Mastiff Mix,Brown/White,7,1,1
A833025,2021-05-01,2020-04-22,Neutered Male,12.0,A833025-1,2021-04-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,12.0,Great Pyrenees,White,9,0,1
A833057,2021-05-10,2020-10-23,Intact Male,6.0,A833057-1,2021-04-23,Travis (TX),Public Assist,Normal,Dog,Intact Male,5.0,Pit Bull,Fawn,17,0,1
A833057,2021-06-30,2020-10-23,Neutered Male,8.0,A833057-2,2021-05-25,Austin (TX),Public Assist,Normal,Dog,Intact Male,7.0,Pit Bull,Fawn,36,1,1
A833057,2022-05-30,2020-10-23,Neutered Male,12.0,A833057-3,2022-05-19,15507 Brenda St in Travis (TX),Stray,Normal,Dog,Neutered Male,12.0,Pit Bull,Fawn,11,0,1
A833057,2023-06-02,2020-10-23,Neutered Male,24.0,A833057-4,2023-04-11,1124 Rutland Drive in Austin (TX),Stray,Medical,Dog,Neutered Male,24.0,Pit Bull,Fawn,52,0,1
A833140,2021-08-08,2020-06-24,Neutered Male,12.0,A833140-1,2021-04-24,7234 East Highway 290 in Austin (TX),Owner Surrender,Injured,Dog,Intact Male,9.0,Labrador Retriever Mix,Brown/White,106,1,1
A833140,2021-09-23,2020-06-24,Neutered Male,12.0,A833140-2,2021-08-23,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,12.0,Labrador Retriever Mix,Brown/White,31,0,1
A833162,2021-05-06,2020-04-25,Spayed Female,12.0,A833162-1,2021-04-25,Slaughter Lane And South 1St Street in Austin (TX),Stray,Normal,Dog,Intact Female,12.0,Pit Bull Mix,Blue/White,11,1,1
A833190,2021-05-07,2020-07-28,Neutered Male,9.0,A833190-1,2021-04-30,Austin (TX),Public Assist,Normal,Dog,Intact Male,9.0,German Shepherd,Black/Tan,7,1,1
A833190,2021-09-11,2020-07-28,Neutered Male,12.0,A833190-2,2021-09-08,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,12.0,German Shepherd,Black/Tan,3,0,1
A833244,2021-04-30,2019-04-26,Spayed Female,24.0,A833244-1,2021-04-26,11908 Anderson Mill Road in Austin (TX),Stray,Normal,Cat,Intact Female,24.0,Domestic Shorthair,Orange Tabby,4,1,1
A833244,2023-12-08,2019-04-26,Spayed Female,48.0,A833244-2,2023-11-17,Chaparral Crossing And Best Way in Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,48.0,Domestic Shorthair,Orange Tabby,21,0,1
A833255,2021-05-06,2019-04-26,Neutered Male,24.0,A833255-1,2021-04-26,6400 Conestoga Wagon in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Bull Terrier,White,10,1,1
A833272,2021-05-20,2019-11-27,Neutered Male,12.0,A833272-1,2021-04-27,5Th Street And Shady Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,12.0,Pit Bull Mix,Tan/White,23,0,1
A833385,2021-04-29,2015-04-29,Neutered Male,72.0,A833385-1,2021-04-29,4618 E 7Th Street in Austin (TX),Stray,Injured,Dog,Neutered Male,72.0,Pit Bull,Blue/White,0,0,1
A833385,2022-03-21,2015-04-29,Neutered Male,72.0,A833385-2,2021-12-03,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,72.0,Pit Bull,Blue/White,108,0,1
A833389,2021-05-03,2019-04-29,Neutered Male,24.0,A833389-1,2021-04-29,Barbergale St in Travis (TX),Stray,Normal,Dog,Neutered Male,24.0,Great Dane,Brown/Black,4,0,1
A833410,2021-05-15,2019-04-29,Neutered Male,24.0,A833410-1,2021-04-29,4910 Oldfort Drive in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Pit Bull,Brown Brindle/White,16,1,1
A833410,2021-07-03,2019-04-29,Neutered Male,24.0,A833410-2,2021-06-15,Williamson (TX),Owner Surrender,Normal,Dog,Neutered Male,24.0,Pit Bull,Brown Brindle/White,18,0,1
A833410,2021-07-09,2019-04-29,Neutered Male,24.0,A833410-3,2021-07-08,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,24.0,Pit Bull,Brown Brindle/White,1,0,1
A833410,2021-07-22,2019-04-29,Neutered Male,24.0,A833410-4,2021-07-10,Airport Boulevard And Tillery Street in Austin (TX),Stray,Normal,Dog,Neutered Male,24.0,Pit Bull,Brown Brindle/White,12,0,1
A833426,2021-05-05,2016-04-29,Spayed Female,60.0,A833426-1,2021-04-29,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,60.0,Chihuahua Shorthair,Tan,6,0,1
A833426,2021-11-09,2016-04-29,Spayed Female,60.0,A833426-2,2021-11-09,3000 Jones Road in Sunset Valley (TX),Stray,Normal,Dog,Spayed Female,60.0,Chihuahua Shorthair,Tan,0,0,1
A833466,2021-06-08,2019-04-30,Neutered Male,24.0,A833466-1,2021-04-30,1100 Congress Avenue in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Labrador Retriever/American Pit Bull Terrier,Brown,39,1,1
A833466,2021-07-02,2019-04-30,Neutered Male,24.0,A833466-2,2021-06-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,24.0,Labrador Retriever/American Pit Bull Terrier,Brown,10,0,1
A833494,2021-05-12,2019-04-30,Neutered Male,24.0,A833494-1,2021-04-30,Putnam Drive And Joy Lane in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Pit Bull Mix,Fawn/Black,12,1,1
A833494,2021-06-05,2019-04-30,Neutered Male,24.0,A833494-2,2021-05-25,8511 Burnet Road in Austin (TX),Abandoned,Sick,Dog,Neutered Male,24.0,Pit Bull Mix,Fawn/Black,11,0,1
A833522,2021-05-02,2019-05-01,Intact Male,24.0,A833522-1,2021-05-01,Highway 183 And Montopolis in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Boston Terrier,Black/White,1,0,1
A833525,2021-05-07,2020-10-01,Spayed Female,7.0,A833525-1,2021-05-01,5514 Ponciana Drive in Austin (TX),Stray,Normal,Dog,Intact Female,6.0,Nova Scotia Duck Tolling Retriever,Brown/White,6,1,1
A833525,2021-05-12,2020-10-01,Spayed Female,7.0,A833525-2,2021-05-09,4705 Sagebrush Trail in Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,7.0,Nova Scotia Duck Tolling Retriever,Brown/White,3,0,1
A833526,2021-05-04,2019-05-01,Intact Female,24.0,A833526-1,2021-05-01,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,24.0,Pit Bull,Blue/White,3,0,1
A833526,2022-01-18,2019-05-01,Spayed Female,24.0,A833526-2,2022-01-06,Manor (TX),Owner Surrender,Normal,Dog,Intact Female,24.0,Pit Bull,Blue/White,12,1,1
A833526,2022-02-18,2019-05-01,Spayed Female,24.0,A833526-3,2022-02-15,1156 Cesar Chavez St in Austin (TX),Stray,Normal,Dog,Spayed Female,24.0,Pit Bull,Blue/White,3,0,1
A833526,2022-04-23,2019-05-01,Spayed Female,24.0,A833526-4,2022-04-16,1801 East Stassney Lane in Austin (TX),Public Assist,Normal,Dog,Spayed Female,24.0,Pit Bull,Blue/White,7,0,1
A833526,2022-07-18,2019-05-01,Spayed Female,36.0,A833526-5,2022-07-18,1800 East Stassney Lane in Austin (TX),Public Assist,Normal,Dog,Spayed Female,36.0,Pit Bull,Blue/White,0,0,1
A833548,2021-11-08,2017-05-02,Spayed Female,48.0,A833548-1,2021-05-02,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Intact Female,48.0,Pit Bull Mix,Red/White,190,1,1
A833548,2022-09-25,2017-05-02,Spayed Female,60.0,A833548-2,2022-06-17,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,60.0,Pit Bull Mix,Red/White,100,0,1
A833569,2021-10-08,2019-05-03,Spayed Female,24.0,A833569-1,2021-10-07,1910 Terisu Cove in Austin (TX),Stray,Normal,Dog,Spayed Female,24.0,American Pit Bull Terrier,White,1,0,1
A833569,2022-05-17,2019-05-03,Spayed Female,36.0,A833569-2,2022-05-16,2801 Wells Branch  Pkwy Apt1934 in Austin (TX),Public Assist,Normal,Dog,Spayed Female,36.0,American Pit Bull Terrier,White,1,0,1
A833642,2021-05-16,2019-11-03,Spayed Female,12.0,A833642-1,2021-05-03,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,12.0,Australian Cattle Dog,Tricolor,13,0,1
A833642,2021-06-25,2019-11-03,Spayed Female,12.0,A833642-2,2021-06-26,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,12.0,Australian Cattle Dog,Tricolor,0,0,1
A833677,2021-12-11,2021-03-10,Neutered Male,9.0,A833677-2,2021-10-30,1101 Kramer Ln in Austin (TX),Stray,Normal,Dog,Intact Male,7.0,Boxer Mix,Brown/Tricolor,42,1,1
A833702,2021-05-10,2020-05-04,Spayed Female,12.0,A833702-1,2021-05-04,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,12.0,Domestic Shorthair Mix,Torbie,6,1,1
A833702,2021-05-15,2020-05-04,Spayed Female,12.0,A833702-2,2021-05-15,810 E Slaughter Lane in Austin (TX),Stray,Injured,Cat,Spayed Female,12.0,Domestic Shorthair Mix,Torbie,0,0,1
A833705,2021-05-11,2010-05-04,Spayed Female,132.0,A833705-1,2021-05-04,124 West Anderson Lane in Austin (TX),Stray,Normal,Cat,Spayed Female,132.0,Domestic Shorthair,Calico/Gray,7,0,1
A833705,2021-08-04,2010-05-04,Spayed Female,132.0,A833705-2,2021-07-20,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,132.0,Domestic Shorthair,Calico/Gray,15,0,1
A833733,2021-05-26,2021-03-31,Neutered Male,1.0,A833733-1,2021-05-04,Blake Manor Road in Manor (TX),Stray,Sick,Dog,Intact Male,0.92,German Shepherd,Black/Tan,22,1,1
A833739,2021-05-08,2020-05-05,Intact Male,12.0,A833739-1,2021-05-04,1515 Wickersham Lane in Austin (TX),Public Assist,Normal,Dog,Intact Male,11.0,Pit Bull,Red/White,4,0,1
A833739,2021-11-06,2020-05-05,Intact Male,12.0,A833739-2,2021-10-26,13438 Onion Creek Dr in Travis (TX),Public Assist,Normal,Dog,Intact Male,12.0,Pit Bull,Red/White,11,0,1
A833777,2021-06-30,2021-04-14,Spayed Female,2.0,A833777-1,2021-05-05,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,0.69,Domestic Shorthair Mix,Calico,56,1,1
A833807,2021-05-10,2021-02-21,Neutered Male,2.0,A833807-1,2021-05-05,14312 Hunters Bend in Travis (TX),Stray,Normal,Cat,Intact Male,2.0,Domestic Shorthair,Orange Tabby,5,1,1
A833807,2021-11-27,2021-02-21,Neutered Male,9.0,A833807-2,2021-11-22,Pflugerville (TX),Owner Surrender,Normal,Cat,Neutered Male,9.0,Domestic Shorthair,Orange Tabby,5,0,1
A833850,2021-05-13,2019-05-06,Neutered Male,24.0,A833850-1,2021-05-06,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,24.0,Boxer,White/Black,7,1,1
A833850,2021-06-05,2019-05-06,Neutered Male,24.0,A833850-2,2021-06-01,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,24.0,Boxer,White/Black,4,0,1
A833850,2021-06-13,2019-05-06,Neutered Male,24.0,A833850-3,2021-06-07,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,24.0,Boxer,White/Black,6,0,1
A833890,2021-05-11,2021-03-17,Intact Female,1.0,A833890-1,2021-05-07,Bennett Avenue And Saint Johns Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair,Calico,4,0,1
A833890,2021-07-24,2021-03-17,Spayed Female,4.0,A833890-2,2021-07-22,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,4.0,Domestic Shorthair,Calico,2,0,1
A833891,2021-05-07,2017-09-07,Spayed Female,36.0,A833891-1,2021-05-07,6104 Wideleaf Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,36.0,Labrador Retriever/Siberian Husky,Tan/White,0,0,1
A833891,2021-09-19,2017-09-07,Spayed Female,48.0,A833891-2,2021-09-01,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,36.0,Labrador Retriever/Siberian Husky,Tan/White,18,0,1
A833965,2021-05-15,2020-05-07,Spayed Female,12.0,A833965-1,2021-05-07,14707 Geneva Drive in Travis (TX),Stray,Normal,Dog,Intact Female,12.0,Plott Hound Mix,Black/Brown Brindle,8,1,1
A833990,2021-05-10,2019-05-08,Intact Female,24.0,A833990-1,2021-05-08,6800 Spruce Gum Lane in Austin (TX),Stray,Normal,Dog,Intact Female,24.0,Chihuahua Longhair,White,2,0,1
A833991,2021-05-10,2021-02-21,Intact Male,2.0,A833991-1,2021-05-08,6800 Spruce Gum Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Black Mouth Cur Mix,Brown/White,2,0,1
A833991,2021-07-14,2021-02-21,Neutered Male,4.0,A833991-2,2021-07-06,7844 Thaxton Road in Austin (TX),Stray,Normal,Dog,Intact Male,4.0,Black Mouth Cur Mix,Brown/White,8,1,1
A834015,2021-05-09,2020-03-21,Neutered Male,12.0,A834015-1,2021-05-08,Pecan Brook Drive And Tumbleweed Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,12.0,Black Mouth Cur,Tan,1,0,1
A834129,2021-05-11,2019-01-10,Neutered Male,24.0,A834129-1,2021-05-10,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,24.0,Border Terrier Mix,Brown,1,0,1
A834197,2021-05-17,2021-01-27,Spayed Female,3.0,A834197-1,2021-05-11,Middle Fiskville in Austin (TX),Stray,Normal,Dog,Intact Female,3.0,Pit Bull Mix,Brown/White,6,1,1
A834303,2021-05-26,2019-05-12,Neutered Male,24.0,A834303-1,2021-05-12,7003 Millrace Drive in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Staffordshire,Blue/White,14,1,1
A834400,2021-09-14,2021-04-19,Neutered Male,4.0,A834400-1,2021-09-13,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,4.0,Domestic Shorthair,Brown Tabby,1,0,1
A834547,2021-05-15,2019-05-14,Intact Male,24.0,A834547-1,2021-05-14,Brockman And Mahone in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,German Shepherd,Black/Brown,1,0,1
A834547,2022-05-26,2019-05-14,Intact Male,36.0,A834547-2,2022-05-26,2512 Riverside in Austin (TX),Public Assist,Normal,Dog,Intact Male,36.0,German Shepherd,Black/Brown,0,0,1
A834556,2021-07-04,2019-05-14,Spayed Female,24.0,A834556-1,2021-05-14,Harold Court And 183 Service Road in Austin (TX),Stray,Normal,Dog,Intact Female,24.0,Staffordshire Mix,White/Brown,51,1,1
A834556,2021-08-22,2019-05-14,Spayed Female,24.0,A834556-2,2021-06-21,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,24.0,Staffordshire Mix,White/Brown,62,0,1
A834561,2021-06-24,2020-11-15,Spayed Female,7.0,A834561-1,2021-05-14,Cesar Chavez in Austin (TX),Stray,Normal,Dog,Intact Female,5.0,American Pit Bull Terrier,White/Black,41,1,1
A834602,2021-07-06,2021-06-15,Neutered Male,0.69,A834602-1,2021-05-15,6300 Fm 1327 in Travis (TX),Stray,Medical,Dog,Intact Male,0.0,Labrador Retriever Mix,Cream/White,52,1,1
A834736,2021-06-02,2019-05-17,Neutered Male,24.0,A834736-1,2021-05-17,14300 Tandem Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,24.0,Pit Bull Mix,Tricolor/Gray,16,1,1
A834821,2021-05-21,2020-11-18,Intact Male,6.0,A834821-1,2021-05-18,1500 Red River Street in Austin (TX),Public Assist,Injured,Dog,Intact Male,5.0,Labrador Retriever,Black,3,0,1
A834821,2021-06-21,2020-11-18,Intact Male,7.0,A834821-2,2021-06-17,Riverside And Pleasant Valley in Austin (TX),Stray,Normal,Dog,Intact Male,6.0,Labrador Retriever,Black,4,0,1
A834875,2021-05-26,2021-03-19,Spayed Female,2.0,A834875-1,2021-05-19,5741 Pinon Vista Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Australian Cattle Dog Mix,White/Black,7,1,1
A834929,2021-06-10,2020-05-20,Neutered Male,12.0,A834929-1,2021-05-20,11921 Selma Hughes Park Road in Austin (TX),Stray,Normal,Dog,Intact Male,12.0,Beagle/Pointer,Black/White,21,1,1
A834929,2021-07-18,2020-05-20,Neutered Male,12.0,A834929-2,2021-06-21,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,12.0,Beagle/Pointer,Black/White,27,0,1
A834934,2021-06-03,2021-02-20,Neutered Male,3.0,A834934-1,2021-05-20,704 Silver Wing Drive in Austin (TX),Stray,Normal,Cat,Intact Male,2.0,Domestic Medium Hair,Black,14,1,1
A834934,2021-06-08,2021-02-20,Neutered Male,3.0,A834934-2,2021-06-04,Outside Jurisdiction,Owner Surrender,Normal,Cat,Neutered Male,3.0,Domestic Medium Hair,Black,4,0,1
A834942,2021-06-07,2019-05-20,Neutered Male,24.0,A834942-1,2021-05-20,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,24.0,Domestic Shorthair,Black,18,0,1
A834942,2021-07-16,2019-05-20,Neutered Male,24.0,A834942-2,2021-06-09,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,24.0,Domestic Shorthair,Black,37,0,1
A834950,2021-06-05,2019-05-20,Intact Female,24.0,A834950-1,2021-05-20,Ohlen Road And Highway 183 in Austin (TX),Stray,Normal,Dog,Intact Female,24.0,Pit Bull,Blue,16,0,1
A834996,2021-05-27,2021-03-21,Neutered Male,2.0,A834996-1,2021-05-21,Riverside Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Labrador Retriever/Basset Hound,Black/White,6,1,1
A834996,2022-10-04,2021-03-21,Neutered Male,12.0,A834996-2,2022-09-28,East William Cannon And Brushy Ridge Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,12.0,Labrador Retriever/Basset Hound,Black/White,6,0,1
A835100,2021-05-27,2019-05-23,Intact Female,24.0,A835100-1,2021-05-23,7311 Decker Lane in Austin (TX),Stray,Normal,Dog,Intact Female,24.0,Border Terrier Mix,Gray/Tan,4,0,1
A835100,2021-08-09,2019-05-23,Spayed Female,24.0,A835100-2,2021-06-15,8407 Wall Street in Austin (TX),Stray,Normal,Dog,Intact Female,24.0,Border Terrier Mix,Gray/Tan,55,1,1
A835102,2023-07-13,2020-05-02,Neutered Male,36.0,A835102-1,2023-07-02,6913 Villita Avenida in Austin (TX),Stray,Normal,Cat,Neutered Male,36.0,Domestic Shorthair,Black,11,0,1
A835107,2021-05-29,2013-05-23,Neutered Male,96.0,A835107-1,2021-05-23,Hays (TX),Owner Surrender,Normal,Cat,Neutered Male,96.0,Domestic Shorthair,Orange Tabby,6,0,1
A835117,2021-05-28,2021-03-23,Neutered Male,2.0,A835117-1,2021-05-29,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2.0,Domestic Shorthair,Blue Tabby,0,0,1
A835177,2021-06-04,2019-05-24,Neutered Male,24.0,A835177-1,2021-05-24,14821 Navarro Creek Pass in Travis (TX),Stray,Normal,Cat,Neutered Male,24.0,Domestic Shorthair Mix,Brown Tabby,11,0,1
A835190,2021-08-19,2019-05-24,Neutered Male,24.0,A835190-1,2021-05-24,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,24.0,Labrador Retriever/Belgian Malinois,Brown/Black,87,0,1
A835190,2021-09-15,2019-05-24,Neutered Male,24.0,A835190-2,2021-08-23,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,24.0,Labrador Retriever/Belgian Malinois,Brown/Black,23,0,1
A835250,2021-07-17,2017-11-25,Spayed Female,36.0,A835250-1,2021-05-25,7110 Meadowood Drive in Austin (TX),Stray,Normal,Dog,Intact Female,36.0,Great Pyrenees,White,53,1,1
A835258,2021-06-20,2019-05-25,Spayed Female,24.0,A835258-1,2021-05-25,1101 South Quinlan Park Road in Austin (TX),Stray,Normal,Cat,Intact Female,24.0,Domestic Shorthair Mix,Black,26,1,1
A835258,2021-06-21,2019-05-25,Spayed Female,24.0,A835258-2,2021-06-21,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,24.0,Domestic Shorthair Mix,Black,0,0,1
A835264,2021-06-01,2018-05-25,Neutered Male,36.0,A835264-1,2021-05-25,12804 Starbrimson in Travis (TX),Stray,Normal,Dog,Intact Male,36.0,Chihuahua Shorthair,Black/Brown,7,1,1
